neighbourhood_cleansed,latitude,longitude
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91467,-77.01503
"Union Station, Stanton Park, Kingman Park",38.9014,-77.00145
"Capitol Hill, Lincoln Park",38.88919,-76.99465
"Capitol Hill, Lincoln Park",38.88345,-76.99025
"Shaw, Logan Circle",38.90713,-77.01687
"Shaw, Logan Circle",38.90615,-77.01641
"Takoma, Brightwood, Manor Park",38.96348,-77.01766
"Takoma, Brightwood, Manor Park",38.96378,-77.01949
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313
"Union Station, Stanton Park, Kingman Park",38.89847,-76.99753
"Hawthorne, Barnaby Woods, Chevy Chase",38.9656,-77.07746
"Georgetown, Burleith/Hillandale",38.90889,-77.06042
"Capitol Hill, Lincoln Park",38.88337,-77.0075
"Brightwood Park, Crestwood, Petworth",38.93999,-77.01951
"Capitol Hill, Lincoln Park",38.88213,-76.99116
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92453,-77.0289
"Capitol View, Marshall Heights, Benning Heights",38.88845,-76.92914
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91642,-77.01417
"Union Station, Stanton Park, Kingman Park",38.89259,-76.99799
"Hawthorne, Barnaby Woods, Chevy Chase",38.96845,-77.06763
"River Terrace, Benning, Greenway, Dupont Park",38.89273,-76.96093
"Takoma, Brightwood, Manor Park",38.97405,-77.02284
"North Cleveland Park, Forest Hills, Van Ness",38.95201,-77.06192
"Brightwood Park, Crestwood, Petworth",38.94945,-77.02355
"Georgetown, Burleith/Hillandale",38.90347,-77.06343
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91738,-77.05679
"Dupont Circle, Connecticut Avenue/K Street",38.91373,-77.03463
"Dupont Circle, Connecticut Avenue/K Street",38.90905,-77.04734
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93481,-77.0986
"Dupont Circle, Connecticut Avenue/K Street",38.90816,-77.049
"Dupont Circle, Connecticut Avenue/K Street",38.91481,-77.04291
"Dupont Circle, Connecticut Avenue/K Street",38.91485,-77.04377
"Brightwood Park, Crestwood, Petworth",38.94645,-77.01703
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313
"Georgetown, Burleith/Hillandale",38.91457,-77.07216
"Shaw, Logan Circle",38.91386,-77.02888
"Brookland, Brentwood, Langdon",38.92893,-76.98328
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.872,-77.01275
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87074,-77.01299
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313
"Friendship Heights, American University Park, Tenleytown",38.94661,-77.07223
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92524,-77.03223
"Dupont Circle, Connecticut Avenue/K Street",38.9089,-77.04696
"Georgetown, Burleith/Hillandale",38.9049,-77.05674
"River Terrace, Benning, Greenway, Dupont Park",38.89388,-76.95907
"Capitol Hill, Lincoln Park",38.89067,-77.00155
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91449,-77.01172
"Brightwood Park, Crestwood, Petworth",38.95732,-77.02098
"West End, Foggy Bottom, GWU",38.90639,-77.0475
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93635,-77.05949
"Brightwood Park, Crestwood, Petworth",38.94868,-77.024
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92717,-77.0334
"Howard University, Le Droit Park, Cardozo/Shaw",38.91778,-77.02408
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.955,-76.98905
"West End, Foggy Bottom, GWU",38.90097,-77.04821
"West End, Foggy Bottom, GWU",38.90006,-77.04887
"Dupont Circle, Connecticut Avenue/K Street",38.91495132446289,-77.03474426269531
"Union Station, Stanton Park, Kingman Park",38.89534,-76.9874
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92495,-77.04204
"North Cleveland Park, Forest Hills, Van Ness",38.9468,-77.06696
"Howard University, Le Droit Park, Cardozo/Shaw",38.91981,-77.01541
"Brightwood Park, Crestwood, Petworth",38.94201,-77.01501
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92961,-77.03079
"West End, Foggy Bottom, GWU",38.89554,-77.04482
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91861,-76.9999
"Capitol Hill, Lincoln Park",38.89182,-76.99503
"Takoma, Brightwood, Manor Park",38.98309,-77.02493
"West End, Foggy Bottom, GWU",38.8999,-77.05326
"Dupont Circle, Connecticut Avenue/K Street",38.90846,-77.04762
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93155,-77.02948
"North Michigan Park, Michigan Park, University Heights",38.95271,-76.98901
"Union Station, Stanton Park, Kingman Park",38.90558,-77.00084
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92937,-77.02979
"Shaw, Logan Circle",38.91067,-77.0191
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93053,-77.03008
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93163,-77.0295
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95492,-76.99601
"Cathedral Heights, McLean Gardens, Glover Park",38.92378,-77.0736
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93088,-77.02497
"West End, Foggy Bottom, GWU",38.90233,-77.05342
"Georgetown, Burleith/Hillandale",38.90486,-77.06449
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92719,-77.03077
"Georgetown, Burleith/Hillandale",38.90568,-77.0658
"Union Station, Stanton Park, Kingman Park",38.89827,-76.98612
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93473,-77.02848
"Georgetown, Burleith/Hillandale",38.90631,-77.05607
"Georgetown, Burleith/Hillandale",38.90522,-77.05823
"Georgetown, Burleith/Hillandale",38.90488,-77.05791
"Dupont Circle, Connecticut Avenue/K Street",38.90869,-77.04576
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92898,-77.03817
"River Terrace, Benning, Greenway, Dupont Park",38.89414,-76.96076
"Colonial Village, Shepherd Park, North Portal Estates",38.99066,-77.04364
"Brookland, Brentwood, Langdon",38.92887,-76.97197
"Union Station, Stanton Park, Kingman Park",38.89517,-76.9877
"Union Station, Stanton Park, Kingman Park",38.90236,-77.00088
"Union Station, Stanton Park, Kingman Park",38.89478,-76.98442
Historic Anacostia,38.86083,-76.97983
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93493,-77.05976
"Georgetown, Burleith/Hillandale",38.90681,-77.06623
"Union Station, Stanton Park, Kingman Park",38.8926,-77.0013
"Union Station, Stanton Park, Kingman Park",38.89261,-77.00127
"Union Station, Stanton Park, Kingman Park",38.89259,-77.00127
"Hawthorne, Barnaby Woods, Chevy Chase",38.96866,-77.05639
"Brightwood Park, Crestwood, Petworth",38.94737,-77.03866
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9255,-77.02945
"Shaw, Logan Circle",38.91327,-77.0247
"Capitol Hill, Lincoln Park",38.88422671464264,-76.98167178176513
"Capitol Hill, Lincoln Park",38.88097,-76.98915
"Capitol Hill, Lincoln Park",38.89105,-76.99441
"Union Station, Stanton Park, Kingman Park",38.89968,-76.99963
"Dupont Circle, Connecticut Avenue/K Street",38.9119,-77.03532
"Ivy City, Arboretum, Trinidad, Carver Langston",38.904,-76.99123
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90476,-77.02751
"Howard University, Le Droit Park, Cardozo/Shaw",38.91528389158373,-77.01483036640784
"Union Station, Stanton Park, Kingman Park",38.90228,-76.99219
"Capitol Hill, Lincoln Park",38.88161,-76.9876
"Georgetown, Burleith/Hillandale",38.91051,-77.05916
"Union Station, Stanton Park, Kingman Park",38.89342,-77.00082
"Takoma, Brightwood, Manor Park",38.95758,-77.00857
"Dupont Circle, Connecticut Avenue/K Street",38.91279,-77.04598
"Brightwood Park, Crestwood, Petworth",38.94756,-77.02518
"Brightwood Park, Crestwood, Petworth",38.94756,-77.03269
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91766,-77.04598
"West End, Foggy Bottom, GWU",38.89935,-77.05165
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92388,-77.04436
"Capitol Hill, Lincoln Park",38.89165,-76.99154
"North Michigan Park, Michigan Park, University Heights",38.94146,-76.98618
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.910903,-77.085703
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91801,-77.04049
"Kalorama Heights, Adams Morgan, Lanier Heights",38.9189,-77.04477
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9273,-77.03108
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92657,-77.03909
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92981,-77.03946
"Capitol Hill, Lincoln Park",38.88986,-77.00232
"Congress Heights, Bellevue, Washington Highlands",38.83988,-76.99506
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91336,-77.05096
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91429,-77.05156
"Capitol Hill, Lincoln Park",38.8802957,-76.98807889999999
"Kalorama Heights, Adams Morgan, Lanier Heights",38.922,-77.03745
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93213,-77.03441
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9201,-77.03467
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91602,-77.00311
"Capitol Hill, Lincoln Park",38.88253,-76.9942
"Capitol Hill, Lincoln Park",38.88035,-76.99185
"Capitol Hill, Lincoln Park",38.88494,-76.98402
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92671,-77.05426
"West End, Foggy Bottom, GWU",38.90405,-77.05401
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90529,-76.98822
"North Michigan Park, Michigan Park, University Heights",38.94997,-76.99762
"Union Station, Stanton Park, Kingman Park",38.89519,-76.98655
Historic Anacostia,38.86442,-76.98809
Historic Anacostia,38.86547,-76.9873
"West End, Foggy Bottom, GWU",38.90267,-77.05041
"Brightwood Park, Crestwood, Petworth",38.94156,-77.03125
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92446,-77.04199
"Shaw, Logan Circle",38.90765,-77.02821
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90253,-77.02312
"Howard University, Le Droit Park, Cardozo/Shaw",38.91683,-77.01583
"Georgetown, Burleith/Hillandale",38.90915,-77.06228
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88008,-77.01963
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93459,-77.02554
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89721,-77.01883
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89767,-77.0257
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89691,-77.01687
"Hawthorne, Barnaby Woods, Chevy Chase",38.96054,-77.07954
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8998,-77.02437
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89832,-77.02238
"Capitol Hill, Lincoln Park",38.88415,-76.98743
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9659,-77.00427
"Shaw, Logan Circle",38.91216,-77.02359
"River Terrace, Benning, Greenway, Dupont Park",38.89019,-76.93841
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92196,-77.02901
"Shaw, Logan Circle",38.91201,-77.02801
"Union Station, Stanton Park, Kingman Park",38.89912,-77.00422
"Cathedral Heights, McLean Gardens, Glover Park",38.92379,-77.07419
"Kalorama Heights, Adams Morgan, Lanier Heights",38.9225,-77.0409
"Dupont Circle, Connecticut Avenue/K Street",38.91562,-77.04343
"Brookland, Brentwood, Langdon",38.93216,-76.98876
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92098,-77.04261
"Union Station, Stanton Park, Kingman Park",38.89321,-76.99934
"Howard University, Le Droit Park, Cardozo/Shaw",38.91573,-77.02538
"Capitol Hill, Lincoln Park",38.88745,-76.99925
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.94644,-77.09919
"Near Southeast, Navy Yard",38.87841,-77.0005
"Union Station, Stanton Park, Kingman Park",38.89519,-76.99882
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92675,-77.02872
"Brightwood Park, Crestwood, Petworth",38.94347,-77.03499
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91145,-77.01556
"Capitol Hill, Lincoln Park",38.88299,-77.00673
"Union Station, Stanton Park, Kingman Park",38.89909,-76.98726
"Capitol Hill, Lincoln Park",38.88759,-76.99931
"Capitol Hill, Lincoln Park",38.8874721,-76.999219
"Capitol Hill, Lincoln Park",38.88745,-76.99925
"Capitol Hill, Lincoln Park",38.88231,-76.99749
"North Michigan Park, Michigan Park, University Heights",38.93729,-76.99312
"Union Station, Stanton Park, Kingman Park",38.89379,-76.98649
"Brightwood Park, Crestwood, Petworth",38.95378,-77.02572
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92484,-77.00915
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88255,-77.02036
"Capitol Hill, Lincoln Park",38.88335,-76.9851
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91048,-77.01122
"Brightwood Park, Crestwood, Petworth",38.95301,-77.03484
"Hawthorne, Barnaby Woods, Chevy Chase",38.9618,-77.07617
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91216,-77.00809
"Brightwood Park, Crestwood, Petworth",38.93834,-77.02664
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91726,-77.01146
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93024,-77.03898
"Union Station, Stanton Park, Kingman Park",38.89411,-76.98617
"North Cleveland Park, Forest Hills, Van Ness",38.94221878051758,-77.05854797363281
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91844,-77.01206
"North Michigan Park, Michigan Park, University Heights",38.93529,-76.99276
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9171,-77.00989
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93031,-77.07285
"Capitol Hill, Lincoln Park",38.89103,-76.9876
"Shaw, Logan Circle",38.911,-77.0287
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93628,-77.05768
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92219,-77.04127
"Georgetown, Burleith/Hillandale",38.90947,-77.05937
"Capitol Hill, Lincoln Park",38.88267,-76.99885
"Brightwood Park, Crestwood, Petworth",38.94283,-77.02255
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92245,-77.04767
"West End, Foggy Bottom, GWU",38.90455,-77.05514
"Capitol Hill, Lincoln Park",38.88973,-76.99003
"Georgetown, Burleith/Hillandale",38.90795,-77.06673
"Brightwood Park, Crestwood, Petworth",38.93767,-77.02321
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92418,-77.05256
"Takoma, Brightwood, Manor Park",38.96634,-77.02502
"Howard University, Le Droit Park, Cardozo/Shaw",38.9154256,-77.0278993
"Capitol Hill, Lincoln Park",38.89033,-77.00325
"Union Station, Stanton Park, Kingman Park",38.90031,-77.00065
"Union Station, Stanton Park, Kingman Park",38.89837,-76.9958
"Union Station, Stanton Park, Kingman Park",38.8942,-76.98603
"Union Station, Stanton Park, Kingman Park",38.89725,-76.99976
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90332,-76.98278
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90233,-76.98163
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9022,-76.98378
"Capitol Hill, Lincoln Park",38.8845,-77.00185
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92305,-77.02876
"Capitol Hill, Lincoln Park",38.88759,-76.99931
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91854,-77.01168
"Friendship Heights, American University Park, Tenleytown",38.95238,-77.07245
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92322,-77.02655
"Brightwood Park, Crestwood, Petworth",38.94478,-77.02662
"Capitol View, Marshall Heights, Benning Heights",38.8845,-76.94345
"Capitol View, Marshall Heights, Benning Heights",38.8845,-76.92681
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91458,-77.00711
"Capitol Hill, Lincoln Park",38.88981,-77.0011
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87051,-76.97517
"Shaw, Logan Circle",38.91186,-77.01956
"Capitol Hill, Lincoln Park",38.8896,-76.98117
"Georgetown, Burleith/Hillandale",38.90355,-77.06336
"Capitol Hill, Lincoln Park",38.88856,-77.00089
"Takoma, Brightwood, Manor Park",38.96748,-77.03124
"Dupont Circle, Connecticut Avenue/K Street",38.91722,-77.04001
"Union Station, Stanton Park, Kingman Park",38.90561,-76.99999
"West End, Foggy Bottom, GWU",38.90332,-77.05329
"West End, Foggy Bottom, GWU",38.90292,-77.05319
"West End, Foggy Bottom, GWU",38.90312,-77.05338
"Dupont Circle, Connecticut Avenue/K Street",38.91722,-77.04001
"Eastland Gardens, Kenilworth",38.90733,-76.94565
"Capitol Hill, Lincoln Park",38.89067,-77.00155
"Cathedral Heights, McLean Gardens, Glover Park",38.92171,-77.07715
"North Cleveland Park, Forest Hills, Van Ness",38.95104,-77.06893
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93008,-77.03914
"Takoma, Brightwood, Manor Park",38.96658,-77.02004
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88118,-77.01748
"West End, Foggy Bottom, GWU",38.9052,-77.04825
"Ivy City, Arboretum, Trinidad, Carver Langston",38.902699,-76.979187
"Capitol Hill, Lincoln Park",38.89034,-77.00323
"Shaw, Logan Circle",38.90762,-77.03062
"Brightwood Park, Crestwood, Petworth",38.94813,-77.02496
"Shaw, Logan Circle",38.9071,-77.02395
"Shaw, Logan Circle",38.91136,-77.02112
"Dupont Circle, Connecticut Avenue/K Street",38.908,-77.04631
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90154,-77.01721
"Shaw, Logan Circle",38.91021,-77.01923
"Capitol Hill, Lincoln Park",38.89128,-76.99913
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90427,-77.02751
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91505,-77.01247
"Congress Heights, Bellevue, Washington Highlands",38.83695,-76.99852
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91553,-77.04742
"Union Station, Stanton Park, Kingman Park",38.89813995361328,-76.9924545288086
"Capitol Hill, Lincoln Park",38.89032745361328,-77.00325012207031
"Capitol Hill, Lincoln Park",38.89014,-77.00021
"Capitol Hill, Lincoln Park",38.88156,-76.99892
"Takoma, Brightwood, Manor Park",38.97019,-77.02041
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91131,-77.0509
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93431,-77.03882
"Union Station, Stanton Park, Kingman Park",38.89722,-76.99317
